Species,humanPer,mousePer,reduced_pct,mouse
Bacteroides uniformis,1.117652929,16.55394525,3.888630936,ERR1762866
Alistipes finegoldii,1.027841533,0.972624799,-0.079662573,ERR1762866
Butyricicoccus desmolans,0.748428301,0.16747182,-2.159945758,ERR1762866
Oscillibacter valericigenes,0.688554037,0.438003221,-0.652628401,ERR1762866
[Clostridium] leptum,0.488973156,1.037037037,1.084640248,ERR1762866
Sutterella parvirubra,0.439077936,0.186795491,-1.233017409,ERR1762866
Bacteroides fragilis,0.429098892,13.09500805,4.93156296,ERR1762866
Coprococcus comes,0.419119848,0.180354267,-1.216529286,ERR1762866
Alistipes shahii,0.389182716,0.444444444,0.191555452,ERR1762866
Sutterella stercoricanis,0.339287496,0.206119163,-0.719029627,ERR1762866
Bacteroides xylanisolvens,0.29937132,6.086956522,4.345713138,ERR1762866
Odoribacter splanchnicus,0.239497056,1.107890499,2.209735468,ERR1762866
[Clostridium] saccharolyticum,0.229518012,3.194847021,3.799067569,ERR1762866
Butyricimonas virosa,0.219538968,4.779388084,4.444276972,ERR1762866
Parabacteroides distasonis,0.189601836,0.276972625,0.546770456,ERR1762866
Parasutterella excrementihominis,0.179622792,1.642512077,3.19286165,ERR1762866
Clavibacter michiganensis,0.159664704,0.128824477,-0.309638691,ERR1762866
Bacteroides luti,0.14968566,0.68921095,2.203009605,ERR1762866
Christensenella minuta,0.14968566,0.109500805,-0.45099454,ERR1762866
Parabacteroides goldsteinii,0.14968566,1.15942029,2.953395715,ERR1762866
Bacteroides caccae,0.129727572,6.31884058,5.606102823,ERR1762866
Alistipes timonensis,0.119748528,0.154589372,0.368433214,ERR1762866
Prevotella copri,36.20397166,1.24929551,-4.856961294,ERR1762867
Blautia obeum,5.47849516,0.619951155,-3.143553208,ERR1762867
Bacteroides thetaiotaomicron,2.36503343,5.786210783,1.290758303,ERR1762867
Paraprevotella clara,2.325117254,5.945895172,1.354590556,ERR1762867
Bacteroides massiliensis,2.16545255,2.047717453,-0.080651896,ERR1762867
Alistipes putredinis,1.596647041,1.578057486,-0.016895661,ERR1762867
Bacteroides uniformis,1.117652929,17.21773436,3.94535116,ERR1762867
Alistipes finegoldii,1.027841533,0.732669547,-0.488383297,ERR1762867
Butyricicoccus desmolans,0.748428301,0.131504791,-2.508748757,ERR1762867
Oscillibacter valericigenes,0.688554037,0.789028743,0.196507978,ERR1762867
[Clostridium] leptum,0.488973156,1.192936314,1.286689854,ERR1762867
Sutterella parvirubra,0.439077936,0.263009581,-0.739361685,ERR1762867
Bacteroides fragilis,0.429098892,11.45970317,4.739115689,ERR1762867
Coprococcus comes,0.419119848,0.197257186,-1.087284988,ERR1762867
Alistipes shahii,0.389182716,0.366334774,-0.087284988,ERR1762867
Sutterella stercoricanis,0.339287496,0.27240278,-0.316766835,ERR1762867
Bacteroides xylanisolvens,0.29937132,7.552132256,4.656876107,ERR1762867
Odoribacter splanchnicus,0.239497056,1.070824723,2.160642525,ERR1762867
[Clostridium] saccharolyticum,0.229518012,3.907570919,4.089592774,ERR1762867
Butyricimonas virosa,0.219538968,4.71538606,4.424826947,ERR1762867
Parabacteroides distasonis,0.189601836,0.648130753,1.773311955,ERR1762867
Parasutterella excrementihominis,0.179622792,2.207401841,3.619306957,ERR1762867
Clavibacter michiganensis,0.159664704,0.253616382,0.667602514,ERR1762867
Bacteroides luti,0.14968566,1.315047905,3.135107433,ERR1762867
Parabacteroides goldsteinii,0.14968566,1.211722713,3.017051671,ERR1762867
Bacteroides caccae,0.129727572,7.702423445,5.891755393,ERR1762867
Alistipes timonensis,0.119748528,0.14089799,0.234643106,ERR1762867
Prevotella copri,36.20397166,1.087780063,-5.056689179,ERR1762868
Blautia obeum,5.47849516,0.703539344,-2.961076656,ERR1762868
Bacteroides thetaiotaomicron,2.36503343,5.016776707,1.08490015,ERR1762868
Paraprevotella clara,2.325117254,5.108778006,1.135674775,ERR1762868
Bacteroides massiliensis,2.16545255,1.601904968,-0.434879996,ERR1762868
Alistipes putredinis,1.596647041,1.883320706,0.238233271,ERR1762868
Bacteroides uniformis,1.117652929,16.71176534,3.902319986,ERR1762868
Alistipes finegoldii,1.027841533,0.844247213,-0.283880438,ERR1762868
Butyricicoccus desmolans,0.748428301,0.232709168,-1.685336065,ERR1762868
Oscillibacter valericigenes,0.688554037,0.725186709,0.074782604,ERR1762868
[Clostridium] leptum,0.488973156,1.039073493,1.087470527,ERR1762868
Sutterella parvirubra,0.439077936,0.14611971,-1.587326246,ERR1762868
Bacteroides fragilis,0.429098892,14.09784609,5.038020773,ERR1762868
Alistipes shahii,0.389182716,0.492477541,0.339610292,ERR1762868
Sutterella stercoricanis,0.339287496,0.265180214,-0.355535127,ERR1762868
Bacteroides xylanisolvens,0.29937132,7.538694664,4.654306817,ERR1762868
Odoribacter splanchnicus,0.239497056,0.817188007,1.770660109,ERR1762868
[Clostridium] saccharolyticum,0.229518012,3.063102067,3.738314157,ERR1762868
Butyricimonas virosa,0.219538968,4.145470289,4.238986834,ERR1762868
Parabacteroides distasonis,0.189601836,0.357181513,0.913684476,ERR1762868
Parasutterella excrementihominis,0.179622792,1.46660894,3.02944191,ERR1762868
Clavibacter michiganensis,0.159664704,0.227297327,0.509535293,ERR1762868
Bacteroides luti,0.14968566,0.957895876,2.677932825,ERR1762868
Parabacteroides goldsteinii,0.14968566,1.244723455,3.055817326,ERR1762868
Bacteroides caccae,0.129727572,7.776815673,5.905622499,ERR1762868
Alistipes timonensis,0.119748528,0.205649962,0.780182883,ERR1762868
Prevotella copri,36.20397166,1.901967177,-4.250583718,ERR1762869
Blautia obeum,5.47849516,0.614063689,-3.157319466,ERR1762869
Bacteroides thetaiotaomicron,2.36503343,5.27660037,1.157748147,ERR1762869
Paraprevotella clara,2.325117254,4.010433649,0.786454772,ERR1762869
Bacteroides massiliensis,2.16545255,1.603086621,-0.433816178,ERR1762869
Alistipes putredinis,1.596647041,1.353113792,-0.238762252,ERR1762869
Bacteroides uniformis,1.117652929,15.99826106,3.839370944,ERR1762869
Alistipes finegoldii,1.027841533,0.733615911,-0.48652102,ERR1762869
Butyricicoccus desmolans,0.748428301,0.130420606,-2.520692279,ERR1762869
Oscillibacter valericigenes,0.688554037,0.402130203,-0.775907181,ERR1762869
[Clostridium] leptum,0.488973156,1.146614498,1.229553255,ERR1762869
Sutterella parvirubra,0.439077936,0.119552223,-1.87683609,ERR1762869
Bacteroides fragilis,0.429098892,15.66677535,5.190254277,ERR1762869
Eggerthella sp. YY7918,0.409140804,0.108683839,-1.912459999,ERR1762869
Alistipes shahii,0.389182716,0.3369199,-0.208041998,ERR1762869
Sutterella stercoricanis,0.339287496,0.119552223,-1.504867312,ERR1762869
Bacteroides xylanisolvens,0.29937132,7.189435931,4.585870661,ERR1762869
Odoribacter splanchnicus,0.239497056,0.70101076,1.549428665,ERR1762869
[Clostridium] saccharolyticum,0.229518012,2.521465058,3.45758295,ERR1762869
Butyricimonas virosa,0.219538968,3.206173242,3.868303436,ERR1762869
Parabacteroides distasonis,0.189601836,0.380393435,1.004519414,ERR1762869
Parasutterella excrementihominis,0.179622792,1.391153136,2.953238909,ERR1762869
Clavibacter michiganensis,0.159664704,0.331485708,1.053901248,ERR1762869
Bacteroides luti,0.14968566,0.782523639,2.386198316,ERR1762869
Parabacteroides goldsteinii,0.14968566,1.423758287,3.249696316,ERR1762869
Bacteroides caccae,0.129727572,6.42864906,5.630958551,ERR1762869
Alistipes timonensis,0.119748528,0.135854798,0.1820576,ERR1762869
Prevotella copri,36.20397166,1.837513001,-4.30032161,ERR1762870
Blautia obeum,5.47849516,0.739627875,-2.888908164,ERR1762870
Bacteroides thetaiotaomicron,2.36503343,5.125390038,1.115801221,ERR1762870
Paraprevotella clara,2.325117254,3.536345776,0.604955873,ERR1762870
Bacteroides massiliensis,2.16545255,1.681497746,-0.364921714,ERR1762870
Clostridium tertium,2.135515418,0.589390963,-1.857287469,ERR1762870
Alistipes putredinis,1.596647041,1.9184098,0.264865512,ERR1762870
Bacteroides uniformis,1.117652929,16.51450364,3.885189454,ERR1762870
Alistipes finegoldii,1.027841533,0.826303016,-0.314875015,ERR1762870
Butyricicoccus desmolans,0.748428301,0.156015255,-2.262177013,ERR1762870
Oscillibacter valericigenes,0.688554037,0.404483994,-0.767487265,ERR1762870
[Clostridium] leptum,0.488973156,0.976539928,0.997923767,ERR1762870
Sutterella parvirubra,0.439077936,0.20802034,-1.077752442,ERR1762870
Bacteroides fragilis,0.429098892,13.66000231,4.992503741,ERR1762870
Alistipes shahii,0.389182716,0.439154051,0.17427947,ERR1762870
Sutterella stercoricanis,0.339287496,0.16757194,-1.017727671,ERR1762870
Bacteroides xylanisolvens,0.29937132,8.967987981,4.904776422,ERR1762870
Odoribacter splanchnicus,0.239497056,1.028545013,2.102525105,ERR1762870
[Clostridium] saccharolyticum,0.229518012,2.195770253,3.258047827,ERR1762870
Butyricimonas virosa,0.219538968,3.374552178,3.942147115,ERR1762870
Parabacteroides distasonis,0.189601836,0.577834277,1.607682851,ERR1762870
Parasutterella excrementihominis,0.179622792,2.080203398,3.53368227,ERR1762870
Clavibacter michiganensis,0.159664704,0.179128626,0.165950486,ERR1762870
Bacteroides luti,0.14968566,1.288570438,3.105763479,ERR1762870
Parabacteroides goldsteinii,0.14968566,1.201895296,3.005303298,ERR1762870
Bacteroides caccae,0.129727572,5.090719982,5.294312666,ERR1762870
Alistipes timonensis,0.119748528,0.202241997,0.756074691,ERR1762870
Prevotella copri,36.20397166,0.727713766,-5.636633061,ERR1762871
Blautia obeum,5.47849516,0.321406913,-4.0913068,ERR1762871
Bacteroides thetaiotaomicron,2.36503343,3.523347483,0.575086189,ERR1762871
Paraprevotella clara,2.325117254,4.135839903,0.830876868,ERR1762871
Bacteroides massiliensis,2.16545255,1.522134627,-0.508572594,ERR1762871
Clostridium tertium,2.135515418,1.00667071,-1.084992471,ERR1762871
Alistipes putredinis,1.596647041,2.316555488,0.536935817,ERR1762871
Bacteroides uniformis,1.117652929,20.31534263,4.184025542,ERR1762871
Alistipes finegoldii,1.027841533,1.024863554,-0.004186007,ERR1762871
Clostridium beijerinckii,0.997904401,0.103092784,-3.274958264,ERR1762871
Butyricicoccus desmolans,0.748428301,0.460885385,-0.699456093,ERR1762871
Oscillibacter valericigenes,0.688554037,0.588235294,-0.22717653,ERR1762871
[Clostridium] leptum,0.488973156,2.092177077,2.097177792,ERR1762871
Blautia coccoides,0.478994112,0.109157065,-2.133602415,ERR1762871
Bacteroides fragilis,0.429098892,1.740448757,2.020077256,ERR1762871
Coprococcus comes,0.419119848,0.181928441,-1.203991743,ERR1762871
Eggerthella sp. YY7918,0.409140804,0.254699818,-0.683799498,ERR1762871
Alistipes shahii,0.389182716,0.661006671,0.76421719,ERR1762871
Bacteroides xylanisolvens,0.29937132,6.44633111,4.42847037,ERR1762871
Odoribacter splanchnicus,0.239497056,1.267434809,2.403831715,ERR1762871
Ruminiclostridium thermocellum,0.239497056,0.139478472,-0.779965461,ERR1762871
[Clostridium] saccharolyticum,0.229518012,2.704669497,3.558773028,ERR1762871
Butyricimonas virosa,0.219538968,5.961188599,4.763051072,ERR1762871
Parabacteroides distasonis,0.189601836,0.800485143,2.07790169,ERR1762871
Parasutterella excrementihominis,0.179622792,7.028502122,5.290174934,ERR1762871
Anaerotruncus colihominis,0.159664704,0.521528199,1.707699839,ERR1762871
Bacteroides luti,0.14968566,1.819284415,3.603363179,ERR1762871
Christensenella minuta,0.14968566,0.139478472,-0.101893555,ERR1762871
Parabacteroides goldsteinii,0.14968566,1.879927229,3.650668894,ERR1762871
Bacteroides caccae,0.129727572,5.839902971,5.492387354,ERR1762871
Alistipes timonensis,0.119748528,0.21831413,0.866397585,ERR1762871
Prevotella copri,36.20397166,3.89183725,-3.217624687,ERR1762872
Blautia obeum,5.47849516,0.370651167,-3.885645709,ERR1762872
Bacteroides thetaiotaomicron,2.36503343,2.442928144,0.046750853,ERR1762872
Paraprevotella clara,2.325117254,6.183135372,1.41103512,ERR1762872
Bacteroides massiliensis,2.16545255,0.345379496,-2.648414216,ERR1762872
Clostridium tertium,2.135515418,1.769016932,-0.271636457,ERR1762872
Alistipes putredinis,1.596647041,2.485047595,0.638228061,ERR1762872
Bacteroides uniformis,1.117652929,8.668182967,2.955257357,ERR1762872
Alistipes finegoldii,1.027841533,2.426080364,1.239009486,ERR1762872
Clostridium beijerinckii,0.997904401,0.193749474,-2.364709222,ERR1762872
Butyricicoccus desmolans,0.748428301,0.741302333,-0.01380206,ERR1762872
Oscillibacter valericigenes,0.688554037,0.783421784,0.186219366,ERR1762872
[Clostridium] leptum,0.488973156,1.895375284,1.954656359,ERR1762872
Blautia coccoides,0.478994112,0.168477803,-1.507449394,ERR1762872
Bacteroides fragilis,0.429098892,15.15457838,5.142299728,ERR1762872
Eggerthella sp. YY7918,0.409140804,0.53912897,0.398033007,ERR1762872
Alistipes shahii,0.389182716,0.766574004,0.977977433,ERR1762872
Bacteroides xylanisolvens,0.29937132,2.527167046,3.077513107,ERR1762872
Odoribacter splanchnicus,0.239497056,1.693201921,2.821674202,ERR1762872
[Clostridium] saccharolyticum,0.229518012,1.64265858,2.839353369,ERR1762872
Butyricimonas virosa,0.219538968,3.066296015,3.803948033,ERR1762872
Parabacteroides distasonis,0.189601836,0.606520091,1.6775825,ERR1762872
Parasutterella excrementihominis,0.179622792,10.89208997,5.92216657,ERR1762872
[Clostridium] neopropionicum,0.159664704,0.101086682,-0.659452488,ERR1762872
Anaerotruncus colihominis,0.159664704,0.54755286,1.777952825,ERR1762872
Clavibacter michiganensis,0.159664704,0.202173364,0.340547512,ERR1762872
Bacteroides luti,0.14968566,1.423637436,3.249573852,ERR1762872
Parabacteroides goldsteinii,0.14968566,3.588577205,4.583404036,ERR1762872
Bacteroides caccae,0.129727572,1.710049701,3.720481211,ERR1762872
[Eubacterium] sulci,0.119748528,0.101086682,-0.244414988,ERR1762872
Alistipes timonensis,0.119748528,0.202173364,0.755585012,ERR1762872
Prevotella copri,36.20397166,1.015136409,-5.156402465,ERR1762874
Blautia obeum,5.47849516,0.344421282,-3.991533472,ERR1762874
Bacteroides thetaiotaomicron,2.36503343,0.697906281,-1.760755355,ERR1762874
Paraprevotella clara,2.325117254,6.208646787,1.416975386,ERR1762874
Clostridium tertium,2.135515418,2.646605638,0.309558926,ERR1762874
Alistipes putredinis,1.596647041,2.465331279,0.6267361,ERR1762874
Bacteroides uniformis,1.117652929,6.670896402,2.577408387,ERR1762874
Alistipes finegoldii,1.027841533,4.051481918,1.978831847,ERR1762874
Clostridium beijerinckii,0.997904401,0.26284782,-1.924673841,ERR1762874
Butyricicoccus desmolans,0.748428301,0.389739871,-0.941352583,ERR1762874
Oscillibacter valericigenes,0.688554037,0.625396538,-0.138798647,ERR1762874
[Clostridium] leptum,0.488973156,1.015136409,1.053846431,ERR1762874
Blautia coccoides,0.478994112,0.135955769,-1.816870552,ERR1762874
Bacteroides fragilis,0.429098892,7.894498323,4.201465507,ERR1762874
Eggerthella sp. YY7918,0.409140804,0.154083205,-1.40888781,ERR1762874
Alistipes shahii,0.389182716,0.725097435,0.897727229,ERR1762874
Bacteroides xylanisolvens,0.29937132,9.48971268,4.986356485,ERR1762874
Odoribacter splanchnicus,0.239497056,3.136046406,3.71086708,ERR1762874
[Clostridium] saccharolyticum,0.229518012,0.643523974,1.487386517,ERR1762874
Butyricimonas virosa,0.219538968,4.957853712,4.497166757,ERR1762874
Parabacteroides distasonis,0.189601836,0.453185897,1.25713003,ERR1762874
Parasutterella excrementihominis,0.179622792,6.127073325,5.092155788,ERR1762874
Anaerotruncus colihominis,0.159664704,0.362548717,1.183129448,ERR1762874
Clavibacter michiganensis,0.159664704,0.208465513,0.384763309,ERR1762874
Bacteroides luti,0.14968566,2.166228587,3.855177566,ERR1762874
Parabacteroides goldsteinii,0.14968566,3.6889332,4.623195742,ERR1762874
Bacteroides caccae,0.129727572,0.172210641,0.408689148,ERR1762874
[Eubacterium] sulci,0.119748528,0.145019487,0.276238852,ERR1762874
Alistipes timonensis,0.119748528,0.163146923,0.446163854,ERR1762874
Prevotella copri,36.20397166,0.257678111,-7.134434171,ERR1762875
Blautia obeum,5.47849516,0.42482067,-3.688853798,ERR1762875
Bacteroides thetaiotaomicron,2.36503343,0.842677067,-1.488808808,ERR1762875
Paraprevotella clara,2.325117254,4.798384289,1.045245232,ERR1762875
Clostridium tertium,2.135515418,2.10321053,-0.021991044,ERR1762875
Alistipes putredinis,1.596647041,2.395710008,0.585407863,ERR1762875
Bacteroides uniformis,1.117652929,9.812661049,3.134172178,ERR1762875
Alistipes finegoldii,1.027841533,2.514102653,1.290425703,ERR1762875
Clostridium beijerinckii,0.997904401,0.215892472,-2.208588676,ERR1762875
Butyricicoccus desmolans,0.748428301,0.633748868,-0.239952847,ERR1762875
Oscillibacter valericigenes,0.688554037,0.89142698,0.372546747,ERR1762875
[Clostridium] leptum,0.488973156,1.128212271,1.206211362,ERR1762875
Blautia coccoides,0.478994112,0.111428372,-2.103891297,ERR1762875
Blautia luti,0.478994112,0.139285466,-1.781963202,ERR1762875
Bacteroides fragilis,0.429098892,6.657845254,3.955673257,ERR1762875
Eggerthella sp. YY7918,0.409140804,0.480534856,0.232043656,ERR1762875
Alistipes shahii,0.389182716,0.668570235,0.780631485,ERR1762875
Bacteroides xylanisolvens,0.29937132,7.13838011,4.575588802,ERR1762875
Odoribacter splanchnicus,0.239497056,1.727139773,2.850305013,ERR1762875
[Clostridium] saccharolyticum,0.229518012,0.8078557,1.815490243,ERR1762875
Butyricimonas virosa,0.219538968,4.324813706,4.300089043,ERR1762875
Parabacteroides distasonis,0.189601836,0.717320148,1.919644217,ERR1762875
Parasutterella excrementihominis,0.179622792,5.738561181,4.997646729,ERR1762875
Anaerotruncus colihominis,0.159664704,0.459642036,1.525465323,ERR1762875
Clavibacter michiganensis,0.159664704,0.410892123,1.363714253,ERR1762875
Bacteroides luti,0.14968566,4.547670451,4.925119789,ERR1762875
Parabacteroides goldsteinii,0.14968566,2.625531026,4.132601321,ERR1762875
Bacteroides caccae,0.129727572,3.990528588,4.943022814,ERR1762875
Alistipes timonensis,0.119748528,0.236785291,0.983571544,ERR1762875
Prevotella copri,36.20397166,2.360663758,-3.938883502,ERR1762876
[Eubacterium] eligens,6.905498453,9.393729359,0.443952474,ERR1762876
Blautia obeum,5.47849516,6.189097729,0.175949437,ERR1762876
Ruminococcus callidus,4.191198483,0.54633669,-2.939500627,ERR1762876
Bacteroides thetaiotaomicron,2.36503343,5.271741346,1.156419011,ERR1762876
Paraprevotella clara,2.325117254,7.897419171,1.764077794,ERR1762876
Bacteroides massiliensis,2.16545255,1.590084397,-0.445565218,ERR1762876
Clostridium tertium,2.135515418,0.318016879,-2.747409067,ERR1762876
Alistipes putredinis,1.596647041,1.023362009,-0.641728841,ERR1762876
Bacteroides uniformis,1.117652929,13.67064867,3.612537546,ERR1762876
Alistipes finegoldii,1.027841533,0.876584988,-0.229651977,ERR1762876
Oscillibacter valericigenes,0.688554037,1.051901986,0.611358499,ERR1762876
Clostridium septicum,0.538868376,0.106005626,-2.345792084,ERR1762876
[Clostridium] leptum,0.488973156,1.166061891,1.253817193,ERR1762876
Bacteroides fragilis,0.429098892,14.87340482,5.11528096,ERR1762876
Eggerthella sp. YY7918,0.409140804,0.252782648,-0.694699994,ERR1762876
Alistipes shahii,0.389182716,0.1549313,-1.328819005,ERR1762876
Bacteroides xylanisolvens,0.29937132,0.46887104,0.647255156,ERR1762876
Collinsella aerofaciens,0.239497056,0.101928487,-1.232450611,ERR1762876
Odoribacter splanchnicus,0.239497056,1.100827659,2.200508797,ERR1762876
[Clostridium] saccharolyticum,0.229518012,3.041546051,3.728125564,ERR1762876
Butyricimonas virosa,0.219538968,1.480001631,2.75304982,ERR1762876
Parasutterella excrementihominis,0.179622792,0.399559669,1.153440543,ERR1762876
Clavibacter michiganensis,0.159664704,0.187548416,0.232217656,ERR1762876
Bacteroides luti,0.14968566,0.118237045,-0.3402539,ERR1762876
Christensenella minuta,0.14968566,0.101928487,-0.554378706,ERR1762876
Parabacteroides goldsteinii,0.14968566,1.137521915,2.925886416,ERR1762876
Bacteroides caccae,0.129727572,1.027439149,2.985495906,ERR1762876
Prevotella copri,36.20397166,1.830913161,-4.305512701,ERR1762877
Faecalibacterium prausnitzii,11.96487377,0.241060667,-5.633265095,ERR1762877
Blautia obeum,5.47849516,3.087872353,-0.827166551,ERR1762877
Bacteroides thetaiotaomicron,2.36503343,10.46892039,2.146180191,ERR1762877
Paraprevotella clara,2.325117254,8.833151581,1.925624797,ERR1762877
Bacteroides massiliensis,2.16545255,4.712162085,1.121720605,ERR1762877
Clostridium tertium,2.135515418,0.441944556,-2.27264702,ERR1762877
Alistipes putredinis,1.596647041,1.027377604,-0.636078892,ERR1762877
[Clostridium] methylpentosum,1.387087117,0.126269873,-3.457476029,ERR1762877
Bacteroides uniformis,1.117652929,15.61728749,3.804599745,ERR1762877
Alistipes finegoldii,1.027841533,1.911266716,0.894911265,ERR1762877
Butyricicoccus desmolans,0.748428301,0.143488492,-2.382929075,ERR1762877
Oscillibacter valericigenes,0.688554037,0.843712334,0.293181313,ERR1762877
Clostridium septicum,0.538868376,0.109051254,-2.304926563,ERR1762877
[Clostridium] leptum,0.488973156,0.418986397,-0.22285186,ERR1762877
Sutterella parvirubra,0.439077936,0.780577398,0.830064648,ERR1762877
Bacteroides fragilis,0.429098892,12.71881995,4.889510837,ERR1762877
Coprococcus comes,0.419119848,0.820754176,0.969587339,ERR1762877
Alistipes shahii,0.389182716,0.390288699,0.004094048,ERR1762877
Bifidobacterium catenulatum,0.369224628,0.958503128,1.376284352,ERR1762877
Sutterella stercoricanis,0.339287496,0.55673535,0.714483426,ERR1762877
Bacteroides xylanisolvens,0.29937132,5.200022958,4.11851007,ERR1762877
Odoribacter splanchnicus,0.239497056,1.262698732,2.398430638,ERR1762877
[Clostridium] saccharolyticum,0.229518012,2.76645813,3.591360806,ERR1762877
Butyricimonas virosa,0.219538968,0.700223842,1.673339144,ERR1762877
Parabacteroides distasonis,0.189601836,1.320094128,2.799595963,ERR1762877
Bacteroides luti,0.14968566,2.892728003,4.272422753,ERR1762877
Parabacteroides goldsteinii,0.14968566,2.054755209,3.778958607,ERR1762877
Bacteroides caccae,0.129727572,2.818113987,4.441172922,ERR1762877
Alistipes timonensis,0.119748528,0.132009413,0.140632881,ERR1762877
Bacteroides stercoris,0.109769484,0.849451874,2.952055172,ERR1762877
Prevotella copri,36.20397166,7.895251124,-2.197090913,ERR1762878
Blautia obeum,5.47849516,9.7518077,0.831890011,ERR1762878
Ruminococcus callidus,4.191198483,2.156211322,-0.958864267,ERR1762878
Bacteroides thetaiotaomicron,2.36503343,3.641456583,0.622655068,ERR1762878
Paraprevotella clara,2.325117254,9.237183245,1.990149516,ERR1762878
Bacteroides massiliensis,2.16545255,0.879421536,-1.300041792,ERR1762878
Alistipes putredinis,1.596647041,1.296332486,-0.300609631,ERR1762878
Roseburia hominis,1.197485281,0.110741971,-3.434733911,ERR1762878
Bacteroides uniformis,1.117652929,9.725750765,3.121337372,ERR1762878
Alistipes finegoldii,1.027841533,1.257247085,0.290650354,ERR1762878
Butyricicoccus desmolans,0.748428301,0.136798906,-2.451807424,ERR1762878
Oscillibacter valericigenes,0.688554037,0.762165331,0.146534107,ERR1762878
[Clostridium] leptum,0.488973156,1.257247085,1.362441037,ERR1762878
Sutterella parvirubra,0.439077936,0.319197446,-0.460027931,ERR1762878
Bacteroides fragilis,0.429098892,13.0480099,4.926375795,ERR1762878
Coprococcus comes,0.419119848,0.280112045,-0.581358824,ERR1762878
Eggerthella sp. YY7918,0.409140804,0.32571168,-0.329001971,ERR1762878
Alistipes shahii,0.389182716,0.267083578,-0.543156371,ERR1762878
Bifidobacterium catenulatum,0.369224628,0.299654746,-0.301197566,ERR1762878
Sutterella stercoricanis,0.339287496,0.306168979,-0.148180146,ERR1762878
Bacteroides xylanisolvens,0.29937132,2.338609863,2.965643282,ERR1762878
Collinsella aerofaciens,0.239497056,0.130284672,-0.878340562,ERR1762878
Odoribacter splanchnicus,0.239497056,1.95427008,3.028550033,ERR1762878
[Clostridium] saccharolyticum,0.229518012,4.019282131,4.130258567,ERR1762878
Butyricimonas virosa,0.219538968,1.289818253,2.554618845,ERR1762878
Parabacteroides distasonis,0.189601836,0.88593577,2.224229172,ERR1762878
Parasutterella excrementihominis,0.179622792,0.136798906,-0.392913735,ERR1762878
Clavibacter michiganensis,0.159664704,0.299654746,0.9082558,ERR1762878
Bacteroides luti,0.14968566,1.915184679,3.677475593,ERR1762878
Christensenella minuta,0.14968566,0.214969709,0.522197367,ERR1762878
Parabacteroides goldsteinii,0.14968566,2.481923002,4.051450436,ERR1762878
Bacteroides caccae,0.129727572,0.768679565,2.566897175,ERR1762878
Bacteroides stercoris,0.109769484,0.130284672,0.24719032,ERR1762878
Prevotella copri,36.20397166,7.114066214,-2.347401666,ERR1762879
Faecalibacterium prausnitzii,11.96487377,0.103352052,-6.855094339,ERR1762879
[Eubacterium] eligens,6.905498453,1.367692149,-2.336002022,ERR1762879
Blautia obeum,5.47849516,5.243394081,-0.063278687,ERR1762879
Ruminococcus callidus,4.191198483,1.839666517,-1.187918577,ERR1762879
Bacteroides thetaiotaomicron,2.36503343,3.768904813,0.672284783,ERR1762879
Paraprevotella clara,2.325117254,8.736693423,1.909783894,ERR1762879
Bacteroides massiliensis,2.16545255,0.713129156,-1.602433266,ERR1762879
Clostridium tertium,2.135515418,0.937058601,-1.188373136,ERR1762879
Alistipes putredinis,1.596647041,1.59851173,0.001683909,ERR1762879
[Eubacterium] siraeum,1.387087117,0.137802735,-3.331381969,ERR1762879
Roseburia hominis,1.197485281,0.375512454,-1.673075262,ERR1762879
Bacteroides uniformis,1.117652929,17.98325697,4.008110178,ERR1762879
Alistipes finegoldii,1.027841533,1.739759534,0.759270059,ERR1762879
Butyricicoccus desmolans,0.748428301,0.124022462,-2.59326268,ERR1762879
Oscillibacter valericigenes,0.688554037,0.689013677,0.000962742,ERR1762879
Clostridium septicum,0.538868376,0.248044924,-1.119331492,ERR1762879
[Clostridium] leptum,0.488973156,1.012850105,1.050593509,ERR1762879
Bacteroides fragilis,0.429098892,12.74330795,4.892285839,ERR1762879
Eggerthella sp. YY7918,0.409140804,0.461639164,0.174168195,ERR1762879
Alistipes shahii,0.389182716,0.392737796,0.013118804,ERR1762879
Sutterella stercoricanis,0.339287496,0.113687257,-1.577437713,ERR1762879
Bacteroides xylanisolvens,0.29937132,0.351396975,0.231165755,ERR1762879
Collinsella aerofaciens,0.239497056,0.10679712,-1.165135182,ERR1762879
Odoribacter splanchnicus,0.239497056,1.298790781,2.439089221,ERR1762879
[Clostridium] saccharolyticum,0.229518012,3.79646536,4.047977561,ERR1762879
Butyricimonas virosa,0.219538968,1.488269542,2.761086892,ERR1762879
Parasutterella excrementihominis,0.179622792,0.199813966,0.153687002,ERR1762879
Clavibacter michiganensis,0.159664704,0.161918214,0.02021986,ERR1762879
Parabacteroides goldsteinii,0.14968566,2.463223895,4.040539845,ERR1762879
Roseburia inulinivorans,0.129727572,0.141247804,0.122743295,ERR1762879
Alistipes timonensis,0.119748528,0.110242188,-0.119331492,ERR1762879
Bacteroides stercoris,0.109769484,0.10679712,-0.0396043,ERR1762879
Prevotella copri,36.20397166,38.95027624,0.105485587,ERR1762880
Faecalibacterium prausnitzii,11.96487377,0.528465049,-4.500853305,ERR1762880
[Eubacterium] eligens,6.905498453,0.18015854,-5.260406613,ERR1762880
Blautia obeum,5.47849516,6.755945232,0.302377966,ERR1762880
Ruminococcus callidus,4.191198483,3.152774442,-0.410740886,ERR1762880
