Genus,humanPer,mousePer,reduced_pct,mouse
Odoribacter,0.239186765,0.468683426,0.970476214,ERR1762993
Butyricimonas,0.219254535,1.320835109,2.590771788,ERR1762993
Parasutterella,0.179390074,5.354353075,4.899540307,ERR1762993
Anaerotruncus,0.159457843,0.276949297,0.796446814,ERR1762993
[Eubacterium] sulci[genus],0.119593382,0.14202528,0.24801019,ERR1762993
Faecalibacterium,11.94937213,0.388862965,-4.941529166,ERR1762994
Eubacterium,7.325094678,15.37564162,1.069727303,ERR1762994
Bacteroides,7.125772374,51.49323378,2.853264571,ERR1762994
Blautia,6.438110425,0.44330378,-3.860269753,ERR1762994
Ruminococcus,4.235598964,0.801057707,-2.402587916,ERR1762994
Clostridium,4.125971696,0.458858298,-3.168613321,ERR1762994
Ruminiclostridium,3.757225434,1.057707264,-1.828727285,ERR1762994
Alistipes,3.149292406,4.705241873,0.579241171,ERR1762994
Paraprevotella,2.322104844,3.009799347,0.374234199,ERR1762994
Lachnoclostridium,0.807255332,3.989734018,2.3051956,ERR1762994
Butyricicoccus,0.747458641,0.412194743,-0.858667649,ERR1762994
Oscillibacter,0.687661949,0.451081039,-0.608312874,ERR1762994
Eggerthella,0.408610724,0.194431482,-1.071465227,ERR1762994
Parabacteroides,0.338847917,2.41872764,2.835538516,ERR1762994
Odoribacter,0.239186765,0.731062374,1.611856938,ERR1762994
Butyricimonas,0.219254535,0.723285114,1.72195778,ERR1762994
Parasutterella,0.179390074,3.810857054,4.408943525,ERR1762994
Anaerotruncus,0.159457843,0.264426816,0.729693429,ERR1762994
Eubacterium,7.325094678,33.41954756,2.18977289,ERR1762996
Bacteroides,7.125772374,41.97297002,2.558342249,ERR1762996
Blautia,6.438110425,1.948927179,-1.723957136,ERR1762996
Ruminococcus,4.235598964,4.633710976,0.129602062,ERR1762996
Clostridium,4.125971696,0.1202142,-5.1010547,ERR1762996
Ruminiclostridium,3.757225434,0.91435649,-2.038839022,ERR1762996
Alistipes,3.149292406,3.194783432,0.020690422,ERR1762996
Paraprevotella,2.322104844,3.526283196,0.60271523,ERR1762996
Roseburia,2.092884194,0.105642782,-4.308226385,ERR1762996
Lachnoclostridium,0.807255332,0.786856581,-0.036924363,ERR1762996
Coprococcus,0.797289217,0.222214127,-1.84315262,ERR1762996
Oscillibacter,0.687661949,0.305999781,-1.168168896,ERR1762996
Eggerthella,0.408610724,0.335142618,-0.285951911,ERR1762996
Parabacteroides,0.338847917,1.373356162,2.01899601,ERR1762996
Odoribacter,0.239186765,0.305999781,0.35539306,ERR1762996
Butyricimonas,0.219254535,1.956212888,3.157384797,ERR1762996
Parasutterella,0.179390074,0.732213763,2.029164827,ERR1762996
Clavibacter,0.159457843,0.142071327,-0.166559643,ERR1762996
Faecalibacterium,11.94937213,0.142561836,-6.389203181,ERR1762997
Eubacterium,7.325094678,0.256611305,-4.835190771,ERR1762997
Bacteroides,7.125772374,54.53703044,2.936117843,ERR1762997
Blautia,6.438110425,8.553710172,0.409913003,ERR1762997
Clostridium,4.125971696,4.398032647,0.092124389,ERR1762997
Ruminiclostridium,3.757225434,0.769833915,-2.287048544,ERR1762997
Alistipes,3.149292406,2.965286193,-0.086856363,ERR1762997
Paraprevotella,2.322104844,7.32767838,1.657923072,ERR1762997
Roseburia,2.092884194,0.413429325,-2.339779855,ERR1762997
Lachnoclostridium,0.807255332,1.005060945,0.316186017,ERR1762997
Coprococcus,0.797289217,2.024378074,1.344303692,ERR1762997
Sutterella,0.777356986,0.933780027,0.26450545,ERR1762997
Bifidobacterium,0.757424756,2.616009694,1.788193407,ERR1762997
Butyricicoccus,0.747458641,0.149689928,-2.3200166,ERR1762997
Oscillibacter,0.687661949,0.791218191,0.202376077,ERR1762997
Eggerthella,0.408610724,0.171074203,-1.256104837,ERR1762997
Parabacteroides,0.338847917,2.48057595,2.871965322,ERR1762997
Collinsella,0.239186765,0.199586571,-0.261122911,ERR1762997
Odoribacter,0.239186765,0.463325968,0.95388998,ERR1762997
Butyricimonas,0.219254535,0.470454059,1.101447168,ERR1762997
Clavibacter,0.159457843,0.648656355,2.024279307,ERR1762997
Faecalibacterium,11.94937213,0.373030455,-5.001497586,ERR1762998
Eubacterium,7.325094678,0.501085686,-3.869718176,ERR1762998
Bacteroides,7.125772374,55.62051111,2.964498698,ERR1762998
Blautia,6.438110425,4.509771171,-0.51358309,ERR1762998
Ruminococcus,4.235598964,2.633483659,-0.685593491,ERR1762998
Clostridium,4.125971696,3.273759813,-0.333785446,ERR1762998
Ruminiclostridium,3.757225434,1.603474194,-1.228466545,ERR1762998
Alistipes,3.149292406,4.665664495,0.567054853,ERR1762998
Paraprevotella,2.322104844,9.698791827,2.062371931,ERR1762998
Roseburia,2.092884194,0.178163799,-3.554216351,ERR1762998
Lachnoclostridium,0.807255332,1.904125605,1.238031679,ERR1762998
Coprococcus,0.797289217,0.534491398,-0.576936427,ERR1762998
Sutterella,0.777356986,0.957630421,0.300891703,ERR1762998
Bifidobacterium,0.757424756,0.623573298,-0.280543424,ERR1762998
Butyricicoccus,0.747458641,0.144758087,-2.368349805,ERR1762998
Oscillibacter,0.687661949,1.536662769,1.160029167,ERR1762998
Eggerthella,0.408610724,0.128055231,-1.673960881,ERR1762998
Parabacteroides,0.338847917,4.220254997,3.638620364,ERR1762998
Odoribacter,0.239186765,1.074550415,2.167523704,ERR1762998
Butyricimonas,0.219254535,1.631312288,2.895354403,ERR1762998
Parasutterella,0.179390074,0.161460943,-0.151914839,ERR1762998
Clavibacter,0.159457843,0.278380936,0.803885357,ERR1762998
Christensenella,0.149491728,0.178163799,0.253138572,ERR1762998
Eubacterium,7.325094678,12.0914319,0.723065791,ERR1762999
Bacteroides,7.125772374,55.06296862,2.949964089,ERR1762999
Blautia,6.438110425,4.618912426,-0.479084128,ERR1762999
Ruminococcus,4.235598964,2.234840213,-0.922394313,ERR1762999
Clostridium,4.125971696,0.749799811,-2.460156558,ERR1762999
Ruminiclostridium,3.757225434,1.095581277,-1.777971164,ERR1762999
Alistipes,3.149292406,3.705321395,0.23457097,ERR1762999
Paraprevotella,2.322104844,9.285142316,1.999490911,ERR1762999
Roseburia,2.092884194,0.218388294,-3.26052505,ERR1762999
Lachnoclostridium,0.807255332,0.229307709,-1.815740207,ERR1762999
Butyricicoccus,0.747458641,0.120113562,-2.637594699,ERR1762999
Oscillibacter,0.687661949,0.647885273,-0.085961153,ERR1762999
Eggerthella,0.408610724,0.746160006,0.868757967,ERR1762999
Parabacteroides,0.338847917,1.597874354,2.237444161,ERR1762999
Odoribacter,0.239186765,0.727960981,1.605723561,ERR1762999
Butyricimonas,0.219254535,1.798063624,3.035765485,ERR1762999
Parasutterella,0.179390074,0.356700881,0.991614715,ERR1762999
Clavibacter,0.159457843,0.167431026,0.070391828,ERR1762999
Faecalibacterium,11.94937213,0.297260384,-5.329063798,ERR1763000
Eubacterium,7.325094678,0.152647224,-5.584574146,ERR1763000
Bacteroides,7.125772374,38.61974773,2.438220437,ERR1763000
Blautia,6.438110425,15.34506307,1.253065348,ERR1763000
Ruminococcus,4.235598964,3.960793766,-0.096776414,ERR1763000
Ruminiclostridium,3.757225434,1.976379851,-0.926807428,ERR1763000
Alistipes,3.149292406,5.270346268,0.742870037,ERR1763000
Paraprevotella,2.322104844,7.696633727,1.728794481,ERR1763000
Roseburia,2.092884194,0.265124126,-2.980752618,ERR1763000
Lachnoclostridium,0.807255332,0.899815217,0.156603699,ERR1763000
Coprococcus,0.797289217,8.86157307,3.474387761,ERR1763000
Bifidobacterium,0.757424756,0.698963606,-0.115885237,ERR1763000
Butyricicoccus,0.747458641,0.184783482,-2.016157954,ERR1763000
Oscillibacter,0.687661949,0.208885675,-1.718985958,ERR1763000
Streptococcus,0.378712378,0.63469109,0.744952015,ERR1763000
Parabacteroides,0.338847917,4.764200209,3.813524233,ERR1763000
Collinsella,0.239186765,0.441873544,0.885495993,ERR1763000
Butyricimonas,0.219254535,1.092632763,2.317130003,ERR1763000
Parasutterella,0.179390074,3.109182936,4.115363535,ERR1763000
Clavibacter,0.159457843,0.731099863,2.19689342,ERR1763000
Faecalibacterium,11.94937213,1.994091581,-2.583131242,ERR1763001
Eubacterium,7.325094678,0.178483506,-5.358984746,ERR1763001
Bacteroides,7.125772374,52.71418021,2.887072798,ERR1763001
Blautia,6.438110425,6.573116691,0.029940275,ERR1763001
Ruminococcus,4.235598964,4.17282127,-0.021542869,ERR1763001
Ruminiclostridium,3.757225434,1.390940423,-1.433607052,ERR1763001
Alistipes,3.149292406,7.083948794,1.169526068,ERR1763001
Paraprevotella,2.322104844,8.93648449,1.944274292,ERR1763001
Roseburia,2.092884194,0.215411128,-3.280327802,ERR1763001
Lachnoclostridium,0.807255332,0.707779419,-0.189725253,ERR1763001
Coprococcus,0.797289217,3.034219596,1.92815044,ERR1763001
Bifidobacterium,0.757424756,0.363121615,-1.060649766,ERR1763001
Butyricicoccus,0.747458641,0.20310192,-1.879789873,ERR1763001
Oscillibacter,0.687661949,0.307730182,-1.160033569,ERR1763001
Streptococcus,0.378712378,0.264647957,-0.51702806,ERR1763001
Parabacteroides,0.338847917,3.052683407,3.171368168,ERR1763001
Collinsella,0.239186765,0.27080256,0.179103816,ERR1763001
Odoribacter,0.239186765,0.209256524,-0.192864961,ERR1763001
Butyricimonas,0.219254535,1.538650911,2.810987364,ERR1763001
Parasutterella,0.179390074,1.144756278,2.673868508,ERR1763001
Clavibacter,0.159457843,0.252338749,0.662186703,ERR1763001
Faecalibacterium,11.94937213,19.98103067,0.741696187,ERR1763002
Eubacterium,7.325094678,0.355674992,-4.364215961,ERR1763002
Bacteroides,7.125772374,34.63484034,2.28110572,ERR1763002
Blautia,6.438110425,5.674992096,-0.182018939,ERR1763002
Ruminococcus,4.235598964,4.710717673,0.153380872,ERR1763002
Ruminiclostridium,3.757225434,2.220992728,-0.758463011,ERR1763002
Alistipes,3.149292406,4.694909896,0.576069755,ERR1763002
Paraprevotella,2.322104844,5.248182106,1.176384669,ERR1763002
Roseburia,2.092884194,0.260828328,-3.004320016,ERR1763002
Lachnoclostridium,0.807255332,0.442617768,-0.866963699,ERR1763002
Coprococcus,0.797289217,6.907998735,3.115092757,ERR1763002
Bifidobacterium,0.757424756,1.35156497,0.835456384,ERR1763002
Butyricicoccus,0.747458641,0.197597218,-1.919431118,ERR1763002
Oscillibacter,0.687661949,0.347771103,-0.983561456,ERR1763002
Streptococcus,0.378712378,0.37148277,-0.02780728,ERR1763002
Parabacteroides,0.338847917,1.691432185,2.319535527,ERR1763002
Collinsella,0.239186765,0.719253873,1.588363522,ERR1763002
Odoribacter,0.239186765,0.268732216,0.168031723,ERR1763002
Butyricimonas,0.219254535,1.10654442,2.335382781,ERR1763002
Parasutterella,0.179390074,1.549162188,3.110316225,ERR1763002
Clavibacter,0.159457843,0.4900411,1.619727693,ERR1763002
Faecalibacterium,11.94937213,23.2601432,0.960925163,ERR1763003
Bacteroides,7.125772374,34.81145585,2.288443846,ERR1763003
Blautia,6.438110425,7.794749403,0.27586532,ERR1763003
Ruminococcus,4.235598964,4.673031026,0.141792618,ERR1763003
Ruminiclostridium,3.757225434,1.446300716,-1.377300131,ERR1763003
Alistipes,3.149292406,3.431980907,0.124013812,ERR1763003
Paraprevotella,2.322104844,5.880668258,1.340546995,ERR1763003
Roseburia,2.092884194,0.348448687,-2.586474359,ERR1763003
Lachnoclostridium,0.807255332,0.1575179,-2.357509284,ERR1763003
Coprococcus,0.797289217,5.38902148,2.756848275,ERR1763003
Bifidobacterium,0.757424756,0.725536993,-0.062053401,ERR1763003
Butyricicoccus,0.747458641,0.324582339,-1.20340925,ERR1763003
Streptococcus,0.378712378,0.61575179,0.701246341,ERR1763003
Parabacteroides,0.338847917,1.207637232,1.833477333,ERR1763003
Collinsella,0.239186765,0.687350835,1.5229091,ERR1763003
Odoribacter,0.239186765,0.1575179,-0.602621782,ERR1763003
Butyricimonas,0.219254535,0.797136038,1.862219273,ERR1763003
Parasutterella,0.179390074,0.319809069,0.834110788,ERR1763003
Clavibacter,0.159457843,0.61575179,1.949173855,ERR1763003
Christensenella,0.149491728,0.162291169,0.118518845,ERR1763003
Faecalibacterium,11.94937213,1.587582625,-2.912031232,ERR1763004
Eubacterium,7.325094678,16.61945231,1.181953528,ERR1763004
Bacteroides,7.125772374,53.34041549,2.904110759,ERR1763004
Blautia,6.438110425,0.944287063,-2.769339911,ERR1763004
Ruminococcus,4.235598964,2.543673277,-0.735652623,ERR1763004
Ruminiclostridium,3.757225434,1.168555241,-1.684941744,ERR1763004
Alistipes,3.149292406,3.07483475,-0.034518837,ERR1763004
Paraprevotella,2.322104844,6.019830028,1.374289641,ERR1763004
Lachnoclostridium,0.807255332,2.573182247,1.672456671,ERR1763004
Coprococcus,0.797289217,1.062322946,0.41404735,ERR1763004
Oscillibacter,0.687661949,0.720018886,0.06633523,ERR1763004
Parabacteroides,0.338847917,1.800047214,2.40932494,ERR1763004
Odoribacter,0.239186765,0.112134089,-1.092912639,ERR1763004
Butyricimonas,0.219254535,2.644003777,3.592045652,ERR1763004
Parasutterella,0.179390074,2.024315392,3.496262114,ERR1763004
Clavibacter,0.159457843,0.159348442,-0.000990149,ERR1763004
Faecalibacterium,11.94937213,0.209351012,-5.834867114,ERR1763005
Eubacterium,7.325094678,7.971442375,0.121993386,ERR1763005
Bacteroides,7.125772374,61.2915347,3.104569526,ERR1763005
Blautia,6.438110425,0.300606581,-4.420688822,ERR1763005
Ruminococcus,4.235598964,1.674808095,-1.338570202,ERR1763005
Ruminiclostridium,3.757225434,0.971603414,-1.951228216,ERR1763005
Alistipes,3.149292406,3.456975683,0.13448274,ERR1763005
Paraprevotella,2.322104844,7.257501745,1.644039902,ERR1763005
Lachnoclostridium,0.807255332,3.816629986,2.241202357,ERR1763005
Coprococcus,0.797289217,0.622685061,-0.356600489,ERR1763005
Butyricicoccus,0.747458641,0.193247088,-1.951547079,ERR1763005
Oscillibacter,0.687661949,0.676364808,-0.023897923,ERR1763005
Parabacteroides,0.338847917,2.426324548,2.840062732,ERR1763005
Odoribacter,0.239186765,0.150303291,-0.670260968,ERR1763005
Butyricimonas,0.219254535,3.677062644,4.06787517,ERR1763005
Parasutterella,0.179390074,1.282945944,2.838288417,ERR1763005
Faecalibacterium,11.94937213,1.988862371,-2.586919465,ERR1763007
Eubacterium,7.325094678,17.30752232,1.240479897,ERR1763007
Bacteroides,7.125772374,54.49482896,2.935001035,ERR1763007
Blautia,6.438110425,0.18120746,-5.150923063,ERR1763007
Ruminococcus,4.235598964,1.140281093,-1.893176489,ERR1763007
Ruminiclostridium,3.757225434,0.994431185,-1.917724235,ERR1763007
Alistipes,3.149292406,2.598780164,-0.277193116,ERR1763007
Paraprevotella,2.322104844,6.603023071,1.507693575,ERR1763007
Lachnoclostridium,0.807255332,2.320339433,1.523238897,ERR1763007
Coprococcus,0.797289217,0.596658711,-0.418197211,ERR1763007
Butyricicoccus,0.747458641,0.190046849,-1.975638649,ERR1763007
Oscillibacter,0.687661949,0.715990453,0.058240833,ERR1763007
Eggerthella,0.408610724,0.141430213,-1.530636718,ERR1763007
Parabacteroides,0.338847917,1.988862371,2.553233637,ERR1763007
Odoribacter,0.239186765,0.220984708,-0.114191024,ERR1763007
Butyricimonas,0.219254535,2.475028728,3.496766685,ERR1763007
Parasutterella,0.179390074,2.722531601,3.923776826,ERR1763007
Faecalibacterium,11.94937213,2.647766783,-2.174086856,ERR1763008
Eubacterium,7.325094678,10.79967906,0.560069128,ERR1763008
Bacteroides,7.125772374,57.59828831,3.014907635,ERR1763008
Blautia,6.438110425,0.304894357,-4.400255969,ERR1763008
Ruminococcus,4.235598964,1.925648569,-1.137221563,ERR1763008
Ruminiclostridium,3.757225434,1.620754212,-1.213002358,ERR1763008
Alistipes,3.149292406,2.455201926,-0.359186033,ERR1763008
Paraprevotella,2.322104844,7.135597753,1.619601179,ERR1763008
Lachnoclostridium,0.807255332,2.241240974,1.473200803,ERR1763008
Coprococcus,0.797289217,0.609788714,-0.386793709,ERR1763008
Butyricicoccus,0.747458641,0.272800214,-1.454148977,ERR1763008
Oscillibacter,0.687661949,0.572345547,-0.264813098,ERR1763008
Eggerthella,0.408610724,0.15512169,-1.397326637,ERR1763008
Parabacteroides,0.338847917,1.58866007,2.229100652,ERR1763008
Odoribacter,0.239186765,0.208611928,-0.19731591,ERR1763008
Butyricimonas,0.219254535,1.989836855,3.181971564,ERR1763008
Parasutterella,0.179390074,3.942230543,4.45784018,ERR1763008
Clavibacter,0.159457843,0.197913881,0.311697738,ERR1763008
Christensenella,0.149491728,0.160470714,0.102244372,ERR1763008
Faecalibacterium,11.94937213,2.213077907,-2.432808671,ERR1763009
Eubacterium,7.325094678,21.93367682,1.582228365,ERR1763009
Bacteroides,7.125772374,47.85089388,2.747427571,ERR1763009
Blautia,6.438110425,0.248971265,-4.692586176,ERR1763009
Ruminococcus,4.235598964,5.221480687,0.301892981,ERR1763009
Ruminiclostridium,3.757225434,0.902520834,-2.057635539,ERR1763009
Alistipes,3.149292406,2.219993776,-0.504472084,ERR1763009
Paraprevotella,2.322104844,5.083163318,1.130293473,ERR1763009
Lachnoclostridium,0.807255332,1.915695563,1.246771341,ERR1763009
Coprococcus,0.797289217,0.577475016,-0.465344625,ERR1763009
Butyricicoccus,0.747458641,0.224765725,-1.7335717,ERR1763009
Oscillibacter,0.687661949,0.42532591,-0.693130774,ERR1763009
Eggerthella,0.408610724,0.134859435,-1.599270608,ERR1763009
Parabacteroides,0.338847917,1.023548532,1.594869702,ERR1763009
Odoribacter,0.239186765,0.217849856,-0.1348034,ERR1763009
Butyricimonas,0.219254535,1.61831322,2.883812278,ERR1763009
Parasutterella,0.179390074,3.329990664,4.214346164,ERR1763009
Clavibacter,0.159457843,0.11411183,-0.482726703,ERR1763009
Christensenella,0.149491728,0.127943567,-0.224558052,ERR1763009
Faecalibacterium,11.94937213,2.194938322,-2.44468251,ERR1763010
Eubacterium,7.325094678,15.32402849,1.064876302,ERR1763010
Bacteroides,7.125772374,59.66294087,3.065716788,ERR1763010
Blautia,6.438110425,0.260612729,-4.626657863,ERR1763010
Ruminococcus,4.235598964,1.227775526,-1.786519181,ERR1763010
Ruminiclostridium,3.757225434,0.97295419,-1.949223895,ERR1763010
Alistipes,3.149292406,2.571378931,-0.292485487,ERR1763010
Paraprevotella,2.322104844,4.164012278,0.842541211,ERR1763010
Lachnoclostridium,0.807255332,2.409219899,1.57746911,ERR1763010
Coprococcus,0.797289217,0.370649215,-1.1050487,ERR1763010
Butyricicoccus,0.747458641,0.225864366,-1.726537077,ERR1763010
Oscillibacter,0.687661949,0.434354549,-0.662826371,ERR1763010
Eggerthella,0.408610724,0.138993456,-1.555710109,ERR1763010
Parabacteroides,0.338847917,1.355186193,1.999781273,ERR1763010
Odoribacter,0.239186765,0.185324608,-0.368083106,ERR1763010
Butyricimonas,0.219254535,2.403428505,3.454415303,ERR1763010
Parasutterella,0.179390074,2.403428505,3.74392192,ERR1763010
Clavibacter,0.159457843,0.237447154,0.5744314,ERR1763010
Barnesiella,0.149491728,0.138993456,-0.1050487,ERR1763010
Christensenella,0.149491728,0.138993456,-0.1050487,ERR1763010
Faecalibacterium,11.94937213,0.780343773,-3.936681176,ERR1763011
Eubacterium,7.325094678,43.03490457,2.554587958,ERR1763011
Bacteroides,7.125772374,28.32436993,1.99092556,ERR1763011
Blautia,6.438110425,0.126542233,-5.668946452,ERR1763011
Ruminococcus,4.235598964,4.160075925,-0.025956139,ERR1763011
Clostridium,4.125971696,0.400717073,-3.364078042,ERR1763011
Ruminiclostridium,3.757225434,1.191606032,-1.656760349,ERR1763011
Alistipes,3.149292406,2.44648318,-0.364318351,ERR1763011
Paraprevotella,2.322104844,2.815564695,0.277991189,ERR1763011
Lachnoclostridium,0.807255332,1.871770537,1.213306614,ERR1763011
Butyricicoccus,0.747458641,0.32690077,-1.193140978,ERR1763011
Oscillibacter,0.687661949,0.205631129,-1.741640836,ERR1763011
Parabacteroides,0.338847917,1.275967521,1.912881798,ERR1763011
Odoribacter,0.239186765,0.25835706,0.111228746,ERR1763011
Butyricimonas,0.219254535,0.922703786,2.073260895,ERR1763011
Parasutterella,0.179390074,3.03174101,4.078974547,ERR1763011
Anaerotruncus,0.159457843,0.226721502,0.507746157,ERR1763011
Barnesiella,0.149491728,0.316355584,1.081481402,ERR1763011
Faecalibacterium,11.94937213,1.843502083,-2.696413864,ERR1763012
Eubacterium,7.325094678,9.913817704,0.436593324,ERR1763012
Bacteroides,7.125772374,48.6045317,2.769972528,ERR1763012
Blautia,6.438110425,0.216882598,-4.891651116,ERR1763012
Ruminococcus,4.235598964,0.47942469,-3.143189883,ERR1763012
Clostridium,4.125971696,0.422350322,-3.288221867,ERR1763012
Ruminiclostridium,3.757225434,1.455396381,-1.368255551,ERR1763012
Alistipes,3.149292406,4.828491524,0.61654483,ERR1763012
Paraprevotella,2.322104844,5.598995491,1.269734907,ERR1763012
Lachnoclostridium,0.807255332,4.514582501,2.483495607,ERR1763012
Butyricicoccus,0.747458641,0.570743679,-0.389150776,ERR1763012
Oscillibacter,0.687661949,0.502254438,-0.453281113,ERR1763012
Eggerthella,0.408610724,0.325323897,-0.328850265,ERR1763012
Parabacteroides,0.338847917,2.653958107,2.96943579,ERR1763012
Odoribacter,0.239186765,1.090120427,2.188278052,ERR1763012
Butyricimonas,0.219254535,1.38690714,2.66119261,ERR1763012
Parasutterella,0.179390074,6.209691228,5.113349565,ERR1763012
Anaerotruncus,0.159457843,0.251127219,0.655243344,ERR1763012
Barnesiella,0.149491728,0.547913932,1.87388363,ERR1763012
[Eubacterium] sulci[genus],0.119593382,0.165515667,0.468830219,ERR1763012
Faecalibacterium,11.94937213,2.347777267,-2.347567363,ERR1763013
Eubacterium,7.325094678,8.977696116,0.293497857,ERR1763013
Bacteroides,7.125772374,46.60337876,2.709316251,ERR1763013
Blautia,6.438110425,0.290920227,-4.467941811,ERR1763013
Ruminococcus,4.235598964,0.204154545,-4.374832407,ERR1763013
Clostridium,4.125971696,0.326647272,-3.658928428,ERR1763013
Ruminiclostridium,3.757225434,1.822079314,-1.04408192,ERR1763013
Alistipes,3.149292406,6.318583167,1.00457338,ERR1763013
Paraprevotella,2.322104844,3.286888174,0.501289263,ERR1763013
Lachnoclostridium,0.807255332,4.384218854,2.441222847,ERR1763013
Butyricicoccus,0.747458641,0.724748635,-0.044513042,ERR1763013
Oscillibacter,0.687661949,0.479763181,-0.519377076,ERR1763013
Eggerthella,0.408610724,0.367478181,-0.153068474,ERR1763013
Parabacteroides,0.338847917,3.077629766,3.18310988,ERR1763013
Odoribacter,0.239186765,1.178992497,2.30134507,ERR1763013
Tyzzerella,0.239186765,0.117388863,-1.026842016,ERR1763013
Butyricimonas,0.219254535,1.648547951,2.910517265,ERR1763013
Parasutterella,0.179390074,7.334252029,5.353477874,ERR1763013
Anaerotruncus,0.159457843,0.311335681,0.965295867,ERR1763013
Barnesiella,0.149491728,1.189200225,2.991854078,ERR1763013
[Eubacterium] sulci[genus],0.119593382,0.321543408,1.426875952,ERR1763013
Faecalibacterium,11.94937213,1.412897624,-3.080205976,ERR1763014
Eubacterium,7.325094678,0.765648433,-3.258093407,ERR1763014
Bacteroides,7.125772374,50.76170179,2.832622133,ERR1763014
Blautia,6.438110425,0.426237272,-3.916908662,ERR1763014
Ruminococcus,4.235598964,0.157865656,-4.745796746,ERR1763014
Clostridium,4.125971696,1.578656563,-1.386036577,ERR1763014
Ruminiclostridium,3.757225434,1.720735654,-1.126642198,ERR1763014
Alistipes,3.149292406,6.938195596,1.139532797,ERR1763014
Paraprevotella,2.322104844,5.74630989,1.307202686,ERR1763014
Lachnoclostridium,0.807255332,3.717736206,2.203327437,ERR1763014
Coprococcus,0.797289217,0.157865656,-2.33640581,ERR1763014
Butyricicoccus,0.747458641,0.56042308,-0.415477381,ERR1763014
Oscillibacter,0.687661949,0.576209646,-0.255105708,ERR1763014
Eggerthella,0.408610724,0.457810403,0.164023181,ERR1763014
Parabacteroides,0.338847917,4.649143579,3.778255173,ERR1763014
Odoribacter,0.239186765,1.752308785,2.873047556,ERR1763014
Tyzzerella,0.239186765,0.189438788,-0.33640581,ERR1763014
Butyricimonas,0.219254535,2.43902439,3.4756256,ERR1763014
Parasutterella,0.179390074,6.480385192,5.174907601,ERR1763014
Anaerotruncus,0.159457843,0.378877575,1.248556691,ERR1763014
Barnesiella,0.149491728,0.970873786,2.6992181,ERR1763014
[Eubacterium] sulci[genus],0.119593382,0.347304444,1.538063308,ERR1763014
Bacteroides,15.52785704,57.42347797,1.886781973,ERR1763015
Ruminiclostridium,4.355008259,2.071981164,-1.071664567,ERR1763015
Blautia,4.144766481,9.095190044,1.133812962,ERR1763015
Parabacteroides,4.129749212,4.332324252,0.069087052,ERR1763015
Alistipes,3.348851179,5.832492432,0.800446265,ERR1763015
Ruminococcus,2.898333083,1.28489741,-1.173570227,ERR1763015
Oscillibacter,2.718125845,0.571812984,-2.248996969,ERR1763015
Lachnoclostridium,1.291485208,4.964682139,1.942670233,ERR1763015
Akkermansia,0.780898033,2.939791456,1.912507733,ERR1763015
Parasutterella,0.645742604,1.84325597,1.51322531,ERR1763015
Porphyromonas,0.615708064,0.181634712,-1.76120652,ERR1763015
Butyricicoccus,0.405466286,1.083081063,1.417487358,ERR1763015
[Eubacterium] sulci[genus],0.270310857,0.242179617,-0.158542018,ERR1763015
Anaerotruncus,0.270310857,0.491086445,0.861357539,ERR1763015
Eggerthella,0.270310857,1.237806929,2.195094937,ERR1763015
Christensenella,0.195224508,0.114362597,-0.771518895,ERR1763015
Odoribacter,0.180207238,0.935082408,2.375436554,ERR1763015
Bacteroides,15.52785704,51.70053004,1.735320331,ERR1763016
Ruminiclostridium,4.355008259,1.402385159,-1.634792821,ERR1763016
Blautia,4.144766481,9.899514134,1.256066898,ERR1763016
Parabacteroides,4.129749212,5.366607774,0.377956277,ERR1763016
Alistipes,3.348851179,6.36594523,0.92670848,ERR1763016
Ruminococcus,2.898333083,1.816475265,-0.674081682,ERR1763016
Oscillibacter,2.718125845,0.62389576,-2.123235343,ERR1763016
Lachnoclostridium,1.291485208,5.427340989,2.071214434,ERR1763016
Akkermansia,0.780898033,3.450750883,2.143704243,ERR1763016
Parasutterella,0.645742604,3.042181979,2.236075336,ERR1763016
Porphyromonas,0.615708064,0.325750883,-0.918477373,ERR1763016
Butyricicoccus,0.405466286,0.86130742,1.086946299,ERR1763016
[Eubacterium] sulci[genus],0.270310857,0.187720848,-0.526030578,ERR1763016
Anaerotruncus,0.270310857,0.645980565,1.2568713,ERR1763016
Eggerthella,0.270310857,1.855123675,2.778824003,ERR1763016
Christensenella,0.195224508,0.187720848,-0.056545295,ERR1763016
Odoribacter,0.180207238,1.314045936,2.866286845,ERR1763016
Bacteroides,15.52785704,54.75425557,1.818112357,ERR1763018
Ruminiclostridium,4.355008259,1.865260129,-1.223298612,ERR1763018
Blautia,4.144766481,9.287940542,1.164067915,ERR1763018
Parabacteroides,4.129749212,4.392232079,0.088900113,ERR1763018
Alistipes,3.348851179,6.243107169,0.898597966,ERR1763018
Ruminococcus,2.898333083,0.748022057,-1.954070685,ERR1763018
Oscillibacter,2.718125845,0.407576121,-2.737470818,ERR1763018
Lachnoclostridium,1.291485208,4.982018701,1.947699317,ERR1763018
Akkermansia,0.780898033,4.627187725,2.566929547,ERR1763018
Parasutterella,0.645742604,2.800287701,2.116543937,ERR1763018
Porphyromonas,0.615708064,0.42196116,-0.545136253,ERR1763018
Butyricicoccus,0.405466286,0.915847519,1.175525459,ERR1763018
[Eubacterium] sulci[genus],0.270310857,0.182210501,-0.569013355,ERR1763018
Anaerotruncus,0.270310857,0.55622153,1.041040127,ERR1763018
